1.94841;6.36716;0.778951
1.6599;2.6955;0.417062
1.59432;2.68971;0.376265
1.61751;2.68;0.298302
1.84598;2.67529;0.368571
1.56841;2.69084;1.02811
1.58262;2.68903;0.514317
1.60021;2.68463;0.214513
1.58623;2.68517;0.381196
1.60503;2.68528;0.607179
1.60561;2.67781;0.280932
1.6042;2.68319;0.621392
1.61247;2.68484;0.168527
1.5863;2.66669;0.184545
1.82866;2.65663;0.44938
1.59565;2.6837;0.187912
1.61755;2.6816;0.206774
1.60537;2.6864;0.590015
1.6126;2.69109;0.195504
1.62732;2.69019;0.463311
1.61329;2.67743;0.556465
1.61008;2.70262;0.427891
1.59615;2.67779;0.224307
1.63283;2.67844;0.39758
1.60308;2.67735;0.899742
1.81336;2.67122;0.330396
1.82041;2.65448;0.394013
1.82307;2.66359;0.396034
1.58668;2.69253;0.154102
1.54471;2.68017;0.263411
1.58777;2.67172;0.191203
1.5997;2.68413;0.206637
1.59661;2.69068;0.487799
1.60526;2.68619;0.517721
1.60001;2.68222;0.482381
1.77374;2.66235;0.230418
1.56594;2.68111;0.452614
1.59562;2.68205;0.242528
1.60091;2.68172;0.184873
1.60904;2.68721;0.206682
1.61314;2.68393;0.197809
1.71584;2.66954;0.265199
1.76562;2.67048;0.23766
1.80652;2.66532;0.243875
1.42536;2.66722;0.192436
3.77753;2.65688;0.350222
3.90446;2.67364;0.971696
1.96076;2.68082;0.233135
1.82675;2.67065;0.280453
1.83529;2.67129;0.181502
1.81696;2.65967;0.18533
1.81167;2.6675;0.22245
1.81462;2.66455;0.220611
1.80989;2.65582;0.209794
1.79462;2.67033;0.198424
1.7974;2.66338;0.224535
1.80605;2.66582;0.235615
1.8093;2.66885;0.277467
1.81251;2.66824;0.265471
1.81452;2.66157;0.230125
1.80641;2.66544;0.205122
1.80957;2.66109;0.251974
1.81652;2.66522;0.229109
1.81454;2.66188;0.17735
1.81447;2.66013;0.223002
1.76615;2.66154;0.37012
1.74805;2.65518;0.283865
1.74378;2.67902;0.279121
1.61292;2.68753;0.447246
1.66681;2.68647;0.350555
1.61433;2.68757;0.271031
1.6054;2.68422;0.175169
1.59412;2.67834;0.16143
1.60554;2.68855;0.194017
1.61002;2.69359;0.257059
1.63605;2.68071;0.517015
1.62172;2.68198;0.319253
1.65574;2.68373;0.237163
1.60258;2.68134;0.240529
1.6337;2.68428;0.271234
1.62242;2.68551;0.253668
2.06047;2.67074;0.349784
1.97776;2.67569;0.160753
1.94031;2.66125;0.407922
1.99623;2.66402;0.151749
1.93985;2.70202;0.28794
1.96005;2.65831;0.198123
1.95342;2.66512;0.333903
2.08254;2.68591;0.156965
1.97504;2.65509;0.762716
1.98793;2.66138;0.195429
1.9711;2.66102;0.183192
1.96364;2.6659;0.522521
2.0001;2.6659;0.469223
2.00298;2.67419;0.1867
1.96993;2.65951;0.364284
1.98719;2.66642;0.261835
1.97081;2.66734;0.175357
1.98749;2.65748;0.191487
1.98754;2.66139;0.140486
1.62708;2.68096;0.517601
1.63503;2.68733;0.239943
1.63244;2.67947;0.353074
1.63192;2.68003;0.237782
1.78078;2.66811;0.260398
1.8019;2.66147;0.233527
1.829;2.65722;0.254517
1.80388;2.68031;0.193585
1.81391;2.66649;0.215029
1.82229;2.66188;0.14708
1.79857;2.6562;0.373301
1.82383;2.66964;0.350151
1.81969;2.71019;0.39866
1.83148;2.66657;0.204558
1.80457;2.66562;0.197337
1.81304;2.66608;0.204487
1.82292;2.66195;0.16439
1.80552;2.66648;0.224199
1.8027;2.67157;0.272102
1.83066;2.66784;0.149004
1.79191;2.65564;0.197271
1.79803;2.66181;0.21498
1.81225;2.66928;0.162658
1.79522;2.65714;0.166174
1.79544;2.65213;0.168724
1.79605;2.67227;0.44019
1.82005;2.65621;0.337085
1.83491;2.65935;0.312483
1.81097;2.66343;0.246098
1.82438;2.66237;0.255579
1.8133;2.66237;0.519979
1.82999;2.67407;0.523099
1.83423;2.66499;0.443731
1.82977;2.66912;0.206165
1.81642;2.66738;0.242847
1.82335;2.66596;0.340273
1.82443;2.66086;0.232535
1.83048;2.66503;0.352402
1.8179;2.66666;0.684068
1.83336;2.66997;0.309891
1.82752;2.66567;0.721273
1.85483;2.66679;0.504586
1.81436;2.66581;0.379748
1.80725;2.66871;0.449408
1.82869;2.66957;0.356191
1.8361;2.65967;0.231523
1.82187;2.66176;0.425534
1.82151;2.67517;0.430364
1.8235;2.66645;0.411896
1.82896;2.67477;0.34409
1.82633;2.66624;0.32161
1.81642;2.65934;0.143709
1.79801;2.65823;0.13467
1.83231;2.66547;0.135695
1.77991;2.66469;0.135957
1.79801;2.65978;0.239638
1.80785;2.66823;0.139228
1.80183;2.65999;0.221678
1.813;2.66237;0.23529
1.85278;2.6557;0.181319
1.80957;2.66529;0.532714
1.83968;2.66474;0.818501
1.8477;2.65904;0.235086
1.81115;2.66531;0.465154
1.82715;2.66792;0.478587
1.85389;2.6716;0.324729
1.82448;2.66318;0.307504
1.83795;2.66728;0.294137
1.83782;2.66599;0.199579
1.8171;2.66292;0.174949
1.8072;2.66352;0.205165
1.80768;2.65835;0.201167
1.80918;2.67118;0.558712
1.82203;2.66807;0.515446
1.84513;2.6685;0.52217
1.82013;2.66902;0.179973
1.7993;2.66311;0.576087
1.81202;2.6785;0.668812
1.84014;2.66428;0.667636
1.8239;2.6694;0.576793
1.81992;2.66558;0.287134
1.82176;2.6674;0.248397
1.82098;2.67098;0.298815
1.83268;2.68786;0.249159
1.82946;2.66592;0.384306
1.82886;2.67709;0.218647
1.81297;2.66409;0.271097
1.81851;2.66259;0.242228
1.81264;2.70125;0.223702
1.81126;2.65948;0.188274
1.81332;2.66226;0.216016
1.8021;2.69661;0.224109
1.80388;2.67197;0.209467
1.79577;2.65346;0.20479
1.82634;2.66803;0.261568
1.82744;2.66891;0.168787
1.80496;2.66781;0.171368
1.79686;2.67423;0.151011
1.78821;2.66537;0.314596
1.80697;2.66536;0.442481
1.82521;2.65768;0.467525
1.82628;2.6635;0.610758
1.82958;2.67242;0.536542
1.82592;2.66165;0.323252
1.8062;2.66494;0.138899
1.7843;2.6636;0.143707
1.79043;2.65373;0.141529
1.79058;2.66592;0.145045
1.78535;2.65675;0.165776
1.80384;2.67014;0.158247
1.81116;2.65612;0.16842
1.79489;2.69568;0.144286
1.77985;2.66491;0.150592
1.80211;2.66162;0.158056
1.79464;2.65638;0.236649
1.82032;2.69586;0.161967
1.78863;2.67084;0.861134
1.83506;2.6658;0.785912
1.84121;2.6685;0.93166
1.82916;2.66409;0.32918
1.82742;2.66422;0.223312
1.83322;2.66303;0.23123
1.80472;2.65837;0.209718
1.81266;2.67053;0.233768
1.80886;2.65883;0.421263
1.83382;2.66083;0.253351
1.86023;2.66672;0.218886
1.82303;2.67265;0.527233
1.82131;2.66273;0.697934
1.83603;2.66541;0.757742
1.83363;2.67094;0.614523
1.82325;2.67115;0.550166
1.8361;2.66074;0.574767
1.82168;2.65912;0.543222
1.83851;2.67211;0.627273
1.81575;2.66642;0.694929
1.8383;2.66931;0.521182
1.83368;2.66945;0.433357
1.8251;2.66773;0.465305
1.82946;2.67065;0.478109
1.81676;2.67708;0.145405
1.80229;2.65618;0.314703
1.80855;2.66818;0.42001
1.82133;2.66575;0.590378
1.80962;2.6627;0.491324
1.8315;2.6692;0.457464
1.81504;2.68098;0.413354
1.81919;2.65829;0.327629
1.81029;2.6692;0.316331
1.81456;2.66807;0.3402
1.82853;2.66556;0.400673
1.82044;2.66235;0.159648
1.7834;2.65761;0.423431
1.86581;2.66657;0.503764
1.80858;2.66565;0.418502
1.82433;2.66415;0.18852
1.812;2.66423;0.552287
1.81515;2.66423;0.394158
1.81978;2.66472;0.582673
1.80627;2.66406;0.218946
1.81271;2.6599;0.207708
1.80228;2.66935;0.550853
1.82255;2.65708;0.233723
1.81073;2.66356;0.398072
1.80635;2.67212;0.584734
1.82434;2.69493;0.509999
1.81773;2.66737;0.3227
1.8206;2.67126;0.293953
1.81113;2.66187;0.235478
1.8075;2.67304;0.187342
1.8259;2.69806;0.155682
1.78813;2.66689;0.353536
1.81224;2.66877;0.539743
1.82708;2.66126;0.176402
1.80084;2.66836;0.375724
1.61129;2.68655;0.307402
1.59913;2.68084;0.230671
