1.7385;6.35801;0.898957
1.63407;1.71227;0.464293
1.58416;1.71491;0.490377
1.58344;1.7112;0.358359
1.86447;1.70714;0.648113
1.56465;1.7222;1.2298
1.58457;1.70896;0.62729
1.58086;1.70809;0.293872
1.58024;1.71439;0.462311
1.56377;1.70127;0.926324
1.5865;1.70423;0.34843
1.5789;1.71189;0.878692
1.59074;1.70829;0.178887
1.55955;1.7128;0.223731
1.79319;1.6896;0.720592
1.57588;1.70304;0.18549
1.57652;1.71017;0.233465
1.58703;1.70952;0.765501
1.57286;1.71237;0.213693
1.56952;1.73162;0.543128
1.58046;1.71595;0.647394
1.57791;1.71315;0.472411
1.57442;1.70798;0.276739
1.57435;1.73018;0.442967
1.55818;1.71951;0.992517
1.80277;1.69273;0.522413
1.82215;1.69507;0.553738
1.84305;1.69492;0.620109
1.55423;1.70329;0.174253
1.52201;1.71095;0.326241
1.58021;1.7096;0.192167
1.57585;1.70897;0.216524
1.58107;1.70784;0.667076
1.56176;1.71017;0.723414
1.56843;1.72687;0.604916
1.77998;1.71759;0.39735
1.54635;1.73671;0.410177
1.57325;1.70195;0.29101
1.59798;1.72705;0.219113
1.56516;1.7155;0.228333
1.57712;1.71217;0.216719
1.70421;1.694;0.254942
1.74401;1.69343;0.231968
1.79897;1.72154;0.220272
1.41016;1.69413;0.221125
3.65322;1.70789;0.473162
3.63548;1.75348;1.19814
1.93785;1.74855;0.278138
1.80011;1.69367;0.27642
1.82383;1.69348;0.19716
1.7888;1.69159;0.192503
1.78253;1.69217;0.230553
1.81915;1.68709;0.200402
1.78914;1.69815;0.213594
1.78722;1.69231;0.201838
1.79489;1.68844;0.217434
1.78562;1.69307;0.252481
1.79211;1.68582;0.293371
1.78869;1.69186;0.362647
1.79844;1.70071;0.266392
1.79799;1.69369;0.166466
1.7847;1.68941;0.271419
1.79395;1.72137;0.27422
1.78487;1.68622;0.190041
1.78107;1.69307;0.21343
1.72058;1.69103;0.37898
1.72038;1.70125;0.324264
1.72375;1.69579;0.294746
1.5794;1.72382;0.594746
1.59228;1.7157;0.369376
1.58095;1.71166;0.328145
1.59305;1.71;0.21383
1.61991;1.71403;0.170671
1.56391;1.70415;0.22676
1.59295;1.71442;0.320492
1.58753;1.70462;0.537364
1.63032;1.71205;0.379353
1.58784;1.7114;0.243377
1.59119;1.72054;0.294801
1.57643;1.72161;0.290623
1.60956;1.70908;0.334897
2.01236;1.69643;0.425503
1.97669;1.73245;0.193536
1.9559;1.68689;0.416795
1.97456;1.72861;0.156922
1.93844;1.69183;0.367551
1.99454;1.69454;0.25365
1.95192;1.685;0.365696
1.95645;1.69582;0.1558
1.98501;1.6918;0.779028
1.98181;1.70031;0.258617
1.94772;1.70578;0.194561
1.943;1.69512;0.689514
1.97337;1.69398;0.670726
1.98955;1.69329;0.215367
1.96004;1.69607;0.473051
2.00449;1.69746;0.350446
1.9388;1.6868;0.205802
1.94312;1.71947;0.200209
1.96909;1.6885;0.148005
1.61982;1.71;0.591431
1.59658;1.71637;0.195023
1.60579;1.71581;0.452071
1.58767;1.71431;0.248518
1.77154;1.69214;0.261992
1.76875;1.68889;0.259496
1.77826;1.70066;0.254072
1.7763;1.69157;0.200075
1.77444;1.69182;0.25645
1.79502;1.70255;0.151632
1.76491;1.6925;0.423268
1.78166;1.69588;0.439515
1.79404;1.69444;0.474639
1.78406;1.69943;0.200211
1.75624;1.69741;0.196098
1.75924;1.70056;0.223643
1.85911;1.69701;0.223638
1.7634;1.69189;0.254698
1.77187;1.68556;0.309551
1.77699;1.69135;0.150214
1.79537;1.68533;0.189766
1.79605;1.68749;0.240797
1.78994;1.69191;0.163592
1.7514;1.69349;0.157825
1.74525;1.69217;0.18851
1.76824;1.68494;0.602059
1.77666;1.70337;0.42598
1.80323;1.69123;0.392627
1.79993;1.68815;0.34347
1.78534;1.68579;0.295482
1.78341;1.69171;0.767031
1.79563;1.68648;0.752983
1.81253;1.69759;0.557915
1.77607;1.69853;0.241607
1.77644;1.69173;0.281546
1.77988;1.70319;0.397032
1.78892;1.69947;0.2692
1.77406;1.68858;0.399892
1.78575;1.69841;0.868133
1.79909;1.69675;0.391557
1.79476;1.694;0.812021
1.79792;1.68573;0.66196
1.79823;1.70732;0.489378
1.76989;1.6899;0.552736
1.78366;1.69645;0.441672
1.79956;1.69125;0.267248
1.80598;1.70581;0.561258
1.8052;1.69086;0.491135
1.78837;1.70226;0.53259
1.79905;1.68508;0.503298
1.79901;1.69926;0.358396
1.79081;1.69234;0.14362
